Ward,Precinct,Total Votes,Pritzker,JBP%,Rauner,BR%,Jackson,GKJ%,McCann,SM%,Registered_Voters,Ballots Cast,Turnout %
47,36,671.00,573.00,85.39,77.00,11.48,16.00,2.38,5.00,0.75,856.00,681.00,79.56
47,37,598.00,494.00,82.61,86.00,14.38,17.00,2.84,1.00,0.17,729.00,605.00,82.99
47,38,612.00,497.00,81.21,103.00,16.83,5.00,0.82,7.00,1.14,734.00,616.00,83.92
47,39,611.00,506.00,82.82,88.00,14.40,13.00,2.13,4.00,0.65,793.00,620.00,78.18
47,40,604.00,497.00,82.28,89.00,14.74,14.00,2.32,4.00,0.66,746.00,613.00,82.17
47,41,685.00,579.00,84.53,92.00,13.43,11.00,1.61,3.00,0.44,832.00,690.00,82.93
47,42,626.00,541.00,86.42,68.00,10.86,13.00,2.08,4.00,0.64,757.00,637.00,84.15
47,43,566.00,424.00,74.91,125.00,22.08,12.00,2.12,5.00,0.88,715.00,575.00,80.42
47,44,593.00,447.00,75.38,128.00,21.59,17.00,2.87,1.00,0.17,856.00,615.00,71.85
47,45,579.00,465.00,80.31,94.00,16.23,15.00,2.59,5.00,0.86,694.00,585.00,84.29
47,46,598.00,431.00,72.07,149.00,24.92,16.00,2.68,2.00,0.33,768.00,609.00,79.30
47,47,704.00,528.00,75.00,160.00,22.73,15.00,2.13,1.00,0.14,878.00,714.00,81.32
47,48,54.00,43.00,79.63,10.00,18.52,0.00,0.00,1.00,1.85,87.00,63.00,72.41
48,1,517.00,474.00,91.68,33.00,6.38,7.00,1.35,3.00,0.58,732.00,534.00,72.95
48,2,275.00,208.00,75.64,57.00,20.73,7.00,2.55,3.00,1.09,351.00,281.00,80.06
48,3,620.00,543.00,87.58,61.00,9.84,13.00,2.10,3.00,0.48,913.00,633.00,69.33
48,4,547.00,489.00,89.40,44.00,8.04,11.00,2.01,3.00,0.55,715.00,559.00,78.18
48,5,348.00,292.00,83.91,50.00,14.37,5.00,1.44,1.00,0.29,408.00,352.00,86.27
48,6,678.00,587.00,86.58,72.00,10.62,15.00,2.21,4.00,0.59,962.00,696.00,72.35
48,7,570.00,521.00,91.40,33.00,5.79,10.00,1.75,6.00,1.05,718.00,578.00,80.50
48,8,315.00,239.00,75.87,66.00,20.95,6.00,1.90,4.00,1.27,436.00,325.00,74.54
48,9,366.00,267.00,72.95,83.00,22.68,10.00,2.73,6.00,1.64,515.00,368.00,71.46
48,10,820.00,741.00,90.37,68.00,8.29,9.00,1.10,2.00,0.24,921.00,828.00,89.90
48,11,514.00,445.00,86.58,59.00,11.48,8.00,1.56,2.00,0.39,599.00,521.00,86.98
48,12,692.00,604.00,87.28,76.00,10.98,6.00,0.87,6.00,0.87,869.00,712.00,81.93
48,13,705.00,569.00,80.71,108.00,15.32,15.00,2.13,13.00,1.84,878.00,720.00,82.00
48,14,290.00,222.00,76.55,61.00,21.03,4.00,1.38,3.00,1.03,416.00,295.00,70.91
48,15,402.00,335.00,83.33,48.00,11.94,10.00,2.49,9.00,2.24,534.00,404.00,75.66
48,16,583.00,523.00,89.71,48.00,8.23,10.00,1.72,2.00,0.34,854.00,614.00,71.90
48,17,510.00,439.00,86.08,56.00,10.98,13.00,2.55,2.00,0.39,682.00,524.00,76.83
48,18,382.00,338.00,88.48,32.00,8.38,8.00,2.09,4.00,1.05,648.00,407.00,62.81
48,19,380.00,327.00,86.05,42.00,11.05,5.00,1.32,6.00,1.58,486.00,392.00,80.66
48,20,642.00,572.00,89.10,56.00,8.72,9.00,1.40,5.00,0.78,817.00,662.00,81.03
48,21,714.00,615.00,86.13,79.00,11.06,10.00,1.40,10.00,1.40,"1,037.00",745.00,71.84
48,22,496.00,371.00,74.80,107.00,21.57,8.00,1.61,10.00,2.02,558.00,511.00,91.58
48,23,634.00,486.00,76.66,125.00,19.72,13.00,2.05,10.00,1.58,839.00,642.00,76.52
48,24,640.00,488.00,76.25,127.00,19.84,16.00,2.50,9.00,1.41,978.00,659.00,67.38
48,25,515.00,436.00,84.66,61.00,11.84,12.00,2.33,6.00,1.17,612.00,522.00,85.29
48,26,278.00,231.00,83.09,37.00,13.31,6.00,2.16,4.00,1.44,378.00,278.00,73.54
48,27,812.00,714.00,87.93,73.00,8.99,21.00,2.59,4.00,0.49,"1,158.00",824.00,71.16
48,28,642.00,474.00,73.83,149.00,23.21,11.00,1.71,8.00,1.25,909.00,669.00,73.60
48,29,306.00,247.00,80.72,50.00,16.34,4.00,1.31,5.00,1.63,403.00,327.00,81.14
48,30,505.00,446.00,88.32,38.00,7.52,15.00,2.97,6.00,1.19,606.00,507.00,83.66
48,31,722.00,616.00,85.32,77.00,10.66,21.00,2.91,8.00,1.11,"1,066.00",731.00,68.57
48,32,586.00,513.00,87.54,52.00,8.87,17.00,2.90,4.00,0.68,767.00,602.00,78.49
48,33,312.00,252.00,80.77,55.00,17.63,2.00,0.64,3.00,0.96,389.00,320.00,82.26
48,34,495.00,428.00,86.46,55.00,11.11,7.00,1.41,5.00,1.01,613.00,499.00,81.40
48,35,391.00,309.00,79.03,68.00,17.39,10.00,2.56,4.00,1.02,748.00,417.00,55.75
48,36,335.00,271.00,80.90,52.00,15.52,8.00,2.39,4.00,1.19,403.00,340.00,84.37
48,37,589.00,521.00,88.46,54.00,9.17,6.00,1.02,8.00,1.36,795.00,601.00,75.60
48,38,578.00,480.00,83.04,80.00,13.84,11.00,1.90,7.00,1.21,722.00,595.00,82.41
48,39,461.00,391.00,84.82,59.00,12.80,4.00,0.87,7.00,1.52,559.00,464.00,83.01
48,40,502.00,438.00,87.25,54.00,10.76,8.00,1.59,2.00,0.40,607.00,512.00,84.35
48,41,714.00,642.00,89.92,52.00,7.28,15.00,2.10,5.00,0.70,877.00,727.00,82.90
48,42,662.00,599.00,90.48,45.00,6.80,15.00,2.27,3.00,0.45,885.00,678.00,76.61
48,43,616.00,528.00,85.71,69.00,11.20,15.00,2.44,4.00,0.65,746.00,628.00,84.18
48,44,717.00,658.00,91.77,55.00,7.67,3.00,0.42,1.00,0.14,857.00,723.00,84.36
48,45,435.00,368.00,84.60,53.00,12.18,11.00,2.53,3.00,0.69,519.00,439.00,84.59
48,46,390.00,323.00,82.82,59.00,15.13,6.00,1.54,2.00,0.51,512.00,393.00,76.76
49,1,362.00,334.00,92.27,10.00,2.76,12.00,3.31,6.00,1.66,661.00,369.00,55.82
49,2,390.00,353.00,90.51,25.00,6.41,7.00,1.79,5.00,1.28,510.00,394.00,77.25
49,3,612.00,557.00,91.01,36.00,5.88,16.00,2.61,3.00,0.49,904.00,622.00,68.81
49,4,698.00,614.00,87.97,54.00,7.74,21.00,3.01,9.00,1.29,990.00,703.00,71.01
49,5,563.00,508.00,90.23,37.00,6.57,14.00,2.49,4.00,0.71,890.00,579.00,65.06
49,6,514.00,466.00,90.66,36.00,7.00,5.00,0.97,7.00,1.36,694.00,526.00,75.79
49,7,615.00,515.00,83.74,62.00,10.08,24.00,3.90,14.00,2.28,672.00,626.00,93.15
49,8,453.00,399.00,88.08,43.00,9.49,9.00,1.99,2.00,0.44,708.00,469.00,66.24
49,9,610.00,552.00,90.49,45.00,7.38,11.00,1.80,2.00,0.33,804.00,615.00,76.49
49,10,544.00,480.00,88.24,49.00,9.01,10.00,1.84,5.00,0.92,808.00,558.00,69.06
49,11,654.00,578.00,88.38,55.00,8.41,17.00,2.60,4.00,0.61,917.00,664.00,72.41
49,12,769.00,683.00,88.82,60.00,7.80,17.00,2.21,9.00,1.17,890.00,783.00,87.98
49,13,646.00,563.00,87.15,67.00,10.37,11.00,1.70,5.00,0.77,916.00,663.00,72.38
49,14,478.00,414.00,86.61,49.00,10.25,11.00,2.30,4.00,0.84,703.00,500.00,71.12
49,15,396.00,364.00,91.92,23.00,5.81,5.00,1.26,4.00,1.01,650.00,408.00,62.77
49,16,548.00,472.00,86.13,59.00,10.77,5.00,0.91,12.00,2.19,818.00,564.00,68.95
49,17,399.00,327.00,81.95,59.00,14.79,11.00,2.76,2.00,0.50,577.00,426.00,73.83
49,18,758.00,685.00,90.37,40.00,5.28,29.00,3.83,4.00,0.53,955.00,768.00,80.42
49,19,520.00,468.00,90.00,30.00,5.77,18.00,3.46,4.00,0.77,821.00,534.00,65.04
49,20,807.00,749.00,92.81,35.00,4.34,16.00,1.98,7.00,0.87,"1,063.00",831.00,78.17
49,21,329.00,280.00,85.11,41.00,12.46,5.00,1.52,3.00,0.91,581.00,339.00,58.35
49,22,541.00,478.00,88.35,42.00,7.76,11.00,2.03,10.00,1.85,915.00,570.00,62.30
49,23,751.00,673.00,89.61,55.00,7.32,21.00,2.80,2.00,0.27,982.00,760.00,77.39
49,24,465.00,426.00,91.61,24.00,5.16,10.00,2.15,5.00,1.08,765.00,479.00,62.61
49,25,744.00,661.00,88.84,68.00,9.14,11.00,1.48,4.00,0.54,987.00,753.00,76.29
49,26,657.00,558.00,84.93,72.00,10.96,18.00,2.74,9.00,1.37,906.00,671.00,74.06
49,27,640.00,562.00,87.81,56.00,8.75,17.00,2.66,5.00,0.78,900.00,661.00,73.44
49,28,753.00,682.00,90.57,46.00,6.11,23.00,3.05,2.00,0.27,"1,021.00",766.00,75.02
49,29,692.00,613.00,88.58,55.00,7.95,17.00,2.46,7.00,1.01,913.00,709.00,77.66
49,30,657.00,564.00,85.84,66.00,10.05,19.00,2.89,8.00,1.22,934.00,679.00,72.70
49,31,444.00,387.00,87.16,44.00,9.91,9.00,2.03,4.00,0.90,679.00,460.00,67.75
49,32,540.00,489.00,90.56,34.00,6.30,11.00,2.04,6.00,1.11,868.00,560.00,64.52
49,33,459.00,415.00,90.41,32.00,6.97,10.00,2.18,2.00,0.44,668.00,466.00,69.76
50,1,416.00,224.00,53.85,179.00,43.03,8.00,1.92,5.00,1.20,713.00,427.00,59.89
50,2,270.00,165.00,61.11,97.00,35.93,7.00,2.59,1.00,0.37,470.00,282.00,60.00
50,3,388.00,226.00,58.25,149.00,38.40,5.00,1.29,8.00,2.06,643.00,397.00,61.74
50,4,464.00,339.00,73.06,109.00,23.49,9.00,1.94,7.00,1.51,821.00,474.00,57.73
50,5,309.00,143.00,46.28,156.00,50.49,3.00,0.97,7.00,2.27,578.00,317.00,54.84
50,6,481.00,359.00,74.64,94.00,19.54,16.00,3.33,12.00,2.49,803.00,492.00,61.27
50,7,481.00,380.00,79.00,83.00,17.26,10.00,2.08,8.00,1.66,722.00,497.00,68.84
50,8,427.00,374.00,87.59,46.00,10.77,6.00,1.41,1.00,0.23,721.00,441.00,61.17
50,9,358.00,266.00,74.30,77.00,21.51,9.00,2.51,6.00,1.68,692.00,368.00,53.18
50,10,401.00,258.00,64.34,127.00,31.67,9.00,2.24,7.00,1.75,917.00,412.00,44.93
50,11,306.00,110.00,35.95,189.00,61.76,3.00,0.98,4.00,1.31,577.00,312.00,54.07
50,12,188.00,121.00,64.36,62.00,32.98,2.00,1.06,3.00,1.60,293.00,192.00,65.53
50,13,469.00,404.00,86.14,44.00,9.38,16.00,3.41,5.00,1.07,967.00,479.00,49.53
50,14,152.00,92.00,60.53,58.00,38.16,1.00,0.66,1.00,0.66,228.00,157.00,68.86
50,15,485.00,378.00,77.94,84.00,17.32,10.00,2.06,13.00,2.68,700.00,496.00,70.86
50,16,141.00,91.00,64.54,47.00,33.33,1.00,0.71,2.00,1.42,242.00,147.00,60.74
50,17,415.00,299.00,72.05,98.00,23.61,11.00,2.65,7.00,1.69,903.00,427.00,47.29
50,18,119.00,63.00,52.94,54.00,45.38,0.00,0.00,2.00,1.68,157.00,122.00,77.71
50,19,267.00,217.00,81.27,43.00,16.10,6.00,2.25,1.00,0.37,607.00,273.00,44.98
50,20,413.00,319.00,77.24,75.00,18.16,7.00,1.69,12.00,2.91,781.00,418.00,53.52
50,21,383.00,294.00,76.76,76.00,19.84,6.00,1.57,7.00,1.83,652.00,387.00,59.36
50,22,358.00,211.00,58.94,138.00,38.55,6.00,1.68,3.00,0.84,795.00,371.00,46.67
50,23,284.00,195.00,68.66,75.00,26.41,2.00,0.70,12.00,4.23,631.00,292.00,46.28
50,24,343.00,141.00,41.11,193.00,56.27,3.00,0.87,6.00,1.75,722.00,358.00,49.58
50,25,416.00,231.00,55.53,172.00,41.35,6.00,1.44,7.00,1.68,782.00,430.00,54.99
50,26,383.00,295.00,77.02,76.00,19.84,6.00,1.57,6.00,1.57,901.00,403.00,44.73
50,27,131.00,77.00,58.78,49.00,37.40,2.00,1.53,3.00,2.29,207.00,134.00,64.73
50,28,471.00,372.00,78.98,76.00,16.14,9.00,1.91,14.00,2.97,896.00,501.00,55.92
50,29,352.00,296.00,84.09,43.00,12.22,7.00,1.99,6.00,1.70,809.00,364.00,44.99
50,30,280.00,232.00,82.86,37.00,13.21,4.00,1.43,7.00,2.50,639.00,287.00,44.91
50,31,523.00,458.00,87.57,44.00,8.41,15.00,2.87,6.00,1.15,976.00,537.00,55.02
50,32,449.00,378.00,84.19,56.00,12.47,13.00,2.90,2.00,0.45,927.00,469.00,50.59
50,33,374.00,159.00,42.51,205.00,54.81,4.00,1.07,6.00,1.60,579.00,379.00,65.46
50,34,593.00,393.00,66.27,181.00,30.52,11.00,1.85,8.00,1.35,892.00,607.00,68.05
50,35,541.00,458.00,84.66,71.00,13.12,12.00,2.22,0.00,0.00,834.00,547.00,65.59
50,36,396.00,316.00,79.80,66.00,16.67,10.00,2.53,4.00,1.01,724.00,404.00,55.80
50,37,461.00,369.00,80.04,72.00,15.62,13.00,2.82,7.00,1.52,677.00,470.00,69.42
50,38,186.00,128.00,68.82,54.00,29.03,2.00,1.08,2.00,1.08,279.00,192.00,68.82
50,39,261.00,162.00,62.07,86.00,32.95,4.00,1.53,9.00,3.45,628.00,272.00,43.31
50,40,434.00,158.00,36.41,260.00,59.91,5.00,1.15,11.00,2.53,851.00,463.00,54.41
