Ward,Precinct,Total Votes,Pritzker,JBP%,Rauner,BR%,Jackson,GKJ%,McCann,SM%,Registered_Voters,Ballots Cast,Turnout %
7,9,665.00,615.00,92.48,24.00,3.61,15.00,2.26,11.00,1.65,"1,001.00",680.00,67.93
7,10,420.00,400.00,95.24,11.00,2.62,5.00,1.19,4.00,0.95,692.00,434.00,62.72
7,11,413.00,393.00,95.16,11.00,2.66,8.00,1.94,1.00,0.24,734.00,425.00,57.90
7,12,356.00,337.00,94.66,9.00,2.53,7.00,1.97,3.00,0.84,697.00,368.00,52.80
7,13,244.00,228.00,93.44,7.00,2.87,4.00,1.64,5.00,2.05,456.00,254.00,55.70
7,14,404.00,381.00,94.31,11.00,2.72,9.00,2.23,3.00,0.74,828.00,428.00,51.69
7,15,367.00,352.00,95.91,2.00,0.54,11.00,3.00,2.00,0.54,627.00,385.00,61.40
7,16,287.00,270.00,94.08,10.00,3.48,4.00,1.39,3.00,1.05,660.00,297.00,45.00
7,17,313.00,295.00,94.25,8.00,2.56,4.00,1.28,6.00,1.92,589.00,326.00,55.35
7,18,342.00,313.00,91.52,15.00,4.39,6.00,1.75,8.00,2.34,693.00,352.00,50.79
7,19,354.00,328.00,92.66,10.00,2.82,6.00,1.69,10.00,2.82,607.00,366.00,60.30
7,20,294.00,283.00,96.26,4.00,1.36,5.00,1.70,2.00,0.68,651.00,298.00,45.78
7,21,286.00,271.00,94.76,8.00,2.80,5.00,1.75,2.00,0.70,598.00,296.00,49.50
7,22,320.00,285.00,89.06,22.00,6.88,12.00,3.75,1.00,0.31,675.00,336.00,49.78
7,23,361.00,350.00,96.95,8.00,2.22,1.00,0.28,2.00,0.55,584.00,374.00,64.04
7,24,307.00,294.00,95.77,5.00,1.63,7.00,2.28,1.00,0.33,609.00,321.00,52.71
7,25,296.00,277.00,93.58,12.00,4.05,5.00,1.69,2.00,0.68,689.00,317.00,46.01
7,26,306.00,294.00,96.08,4.00,1.31,6.00,1.96,2.00,0.65,541.00,311.00,57.49
7,27,307.00,293.00,95.44,5.00,1.63,5.00,1.63,4.00,1.30,615.00,318.00,51.71
7,28,283.00,263.00,92.93,9.00,3.18,7.00,2.47,4.00,1.41,599.00,289.00,48.25
7,29,311.00,283.00,91.00,9.00,2.89,11.00,3.54,8.00,2.57,614.00,326.00,53.09
7,30,272.00,248.00,91.18,12.00,4.41,7.00,2.57,5.00,1.84,644.00,279.00,43.32
7,31,248.00,231.00,93.15,9.00,3.63,4.00,1.61,4.00,1.61,532.00,260.00,48.87
7,32,497.00,459.00,92.35,22.00,4.43,13.00,2.62,3.00,0.60,761.00,512.00,67.28
7,33,495.00,472.00,95.35,12.00,2.42,6.00,1.21,5.00,1.01,742.00,501.00,67.52
7,34,447.00,420.00,93.96,13.00,2.91,10.00,2.24,4.00,0.89,778.00,456.00,58.61
7,35,407.00,378.00,92.87,19.00,4.67,4.00,0.98,6.00,1.47,758.00,413.00,54.49
7,36,444.00,412.00,92.79,7.00,1.58,14.00,3.15,11.00,2.48,726.00,452.00,62.26
7,37,401.00,376.00,93.77,16.00,3.99,5.00,1.25,4.00,1.00,652.00,406.00,62.27
7,38,321.00,305.00,95.02,11.00,3.43,4.00,1.25,1.00,0.31,667.00,330.00,49.48
7,39,344.00,331.00,96.22,6.00,1.74,5.00,1.45,2.00,0.58,614.00,351.00,57.17
7,40,330.00,314.00,95.15,10.00,3.03,6.00,1.82,0.00,0.00,597.00,336.00,56.28
7,41,370.00,353.00,95.41,8.00,2.16,7.00,1.89,2.00,0.54,698.00,390.00,55.87
7,42,314.00,291.00,92.68,6.00,1.91,7.00,2.23,10.00,3.18,653.00,322.00,49.31
7,43,381.00,359.00,94.23,15.00,3.94,4.00,1.05,3.00,0.79,677.00,391.00,57.75
7,44,317.00,305.00,96.21,6.00,1.89,1.00,0.32,5.00,1.58,676.00,323.00,47.78
7,45,355.00,339.00,95.49,9.00,2.54,3.00,0.85,4.00,1.13,840.00,370.00,44.05
7,46,161.00,157.00,97.52,2.00,1.24,1.00,0.62,1.00,0.62,268.00,164.00,61.19
8,1,339.00,310.00,91.45,10.00,2.95,13.00,3.83,6.00,1.77,649.00,358.00,55.16
8,2,361.00,337.00,93.35,12.00,3.32,8.00,2.22,4.00,1.11,744.00,376.00,50.54
8,3,451.00,426.00,94.46,8.00,1.77,12.00,2.66,5.00,1.11,653.00,458.00,70.14
8,4,442.00,428.00,96.83,6.00,1.36,6.00,1.36,2.00,0.45,623.00,455.00,73.03
8,5,436.00,409.00,93.81,16.00,3.67,6.00,1.38,5.00,1.15,654.00,447.00,68.35
8,6,410.00,390.00,95.12,11.00,2.68,5.00,1.22,4.00,0.98,712.00,417.00,58.57
8,7,458.00,437.00,95.41,13.00,2.84,5.00,1.09,3.00,0.66,716.00,464.00,64.80
8,8,385.00,372.00,96.62,7.00,1.82,5.00,1.30,1.00,0.26,605.00,404.00,66.78
8,9,267.00,260.00,97.38,3.00,1.12,3.00,1.12,1.00,0.37,459.00,273.00,59.48
8,10,496.00,465.00,93.75,16.00,3.23,11.00,2.22,4.00,0.81,727.00,508.00,69.88
8,11,330.00,309.00,93.64,12.00,3.64,6.00,1.82,3.00,0.91,580.00,345.00,59.48
8,12,351.00,337.00,96.01,7.00,1.99,4.00,1.14,3.00,0.85,624.00,359.00,57.53
8,13,449.00,426.00,94.88,13.00,2.90,6.00,1.34,4.00,0.89,820.00,469.00,57.20
8,14,285.00,274.00,96.14,3.00,1.05,4.00,1.40,4.00,1.40,614.00,295.00,48.05
8,15,351.00,335.00,95.44,9.00,2.56,2.00,0.57,5.00,1.42,700.00,367.00,52.43
8,16,123.00,114.00,92.68,3.00,2.44,3.00,2.44,3.00,2.44,273.00,124.00,45.42
8,17,352.00,337.00,95.74,9.00,2.56,3.00,0.85,3.00,0.85,515.00,363.00,70.49
8,18,378.00,351.00,92.86,12.00,3.17,7.00,1.85,8.00,2.12,860.00,399.00,46.40
8,19,428.00,399.00,93.22,15.00,3.50,7.00,1.64,7.00,1.64,691.00,439.00,63.53
8,20,448.00,428.00,95.54,7.00,1.56,9.00,2.01,4.00,0.89,713.00,465.00,65.22
8,21,486.00,454.00,93.42,14.00,2.88,11.00,2.26,7.00,1.44,892.00,507.00,56.84
8,22,360.00,338.00,93.89,10.00,2.78,8.00,2.22,4.00,1.11,627.00,373.00,59.49
8,23,338.00,322.00,95.27,8.00,2.37,7.00,2.07,1.00,0.30,720.00,347.00,48.19
8,24,243.00,230.00,94.65,7.00,2.88,4.00,1.65,2.00,0.82,363.00,245.00,67.49
8,25,389.00,368.00,94.60,15.00,3.86,5.00,1.29,1.00,0.26,684.00,402.00,58.77
8,26,366.00,339.00,92.62,9.00,2.46,9.00,2.46,9.00,2.46,739.00,384.00,51.96
8,27,429.00,408.00,95.10,11.00,2.56,7.00,1.63,3.00,0.70,668.00,443.00,66.32
8,28,412.00,398.00,96.60,10.00,2.43,2.00,0.49,2.00,0.49,724.00,419.00,57.87
8,29,453.00,419.00,92.49,16.00,3.53,11.00,2.43,7.00,1.55,794.00,472.00,59.45
8,30,412.00,385.00,93.45,12.00,2.91,9.00,2.18,6.00,1.46,701.00,426.00,60.77
8,31,295.00,274.00,92.88,10.00,3.39,6.00,2.03,5.00,1.69,546.00,307.00,56.23
8,32,322.00,301.00,93.48,9.00,2.80,5.00,1.55,7.00,2.17,553.00,333.00,60.22
8,33,378.00,349.00,92.33,11.00,2.91,13.00,3.44,5.00,1.32,713.00,399.00,55.96
8,34,383.00,356.00,92.95,12.00,3.13,9.00,2.35,6.00,1.57,645.00,389.00,60.31
8,35,428.00,402.00,93.93,8.00,1.87,10.00,2.34,8.00,1.87,701.00,442.00,63.05
8,36,418.00,401.00,95.93,10.00,2.39,3.00,0.72,4.00,0.96,706.00,431.00,61.05
8,37,330.00,313.00,94.85,10.00,3.03,5.00,1.52,2.00,0.61,492.00,338.00,68.70
8,38,270.00,261.00,96.67,7.00,2.59,0.00,0.00,2.00,0.74,534.00,276.00,51.69
8,39,402.00,388.00,96.52,9.00,2.24,5.00,1.24,0.00,0.00,639.00,409.00,64.01
8,40,303.00,286.00,94.39,8.00,2.64,8.00,2.64,1.00,0.33,550.00,317.00,57.64
8,41,446.00,433.00,97.09,7.00,1.57,4.00,0.90,2.00,0.45,724.00,464.00,64.09
8,42,476.00,465.00,97.69,4.00,0.84,5.00,1.05,2.00,0.42,827.00,490.00,59.25
8,43,223.00,208.00,93.27,5.00,2.24,5.00,2.24,5.00,2.24,404.00,226.00,55.94
8,44,275.00,266.00,96.73,6.00,2.18,2.00,0.73,1.00,0.36,452.00,281.00,62.17
8,45,383.00,360.00,93.99,12.00,3.13,6.00,1.57,5.00,1.31,740.00,399.00,53.92
8,46,312.00,295.00,94.55,9.00,2.88,6.00,1.92,2.00,0.64,538.00,322.00,59.85
8,47,328.00,302.00,92.07,11.00,3.35,8.00,2.44,7.00,2.13,588.00,335.00,56.97
8,48,370.00,351.00,94.86,9.00,2.43,7.00,1.89,3.00,0.81,677.00,384.00,56.72
8,49,364.00,355.00,97.53,4.00,1.10,3.00,0.82,2.00,0.55,650.00,379.00,58.31
8,50,403.00,381.00,94.54,9.00,2.23,9.00,2.23,4.00,0.99,690.00,416.00,60.29
8,51,443.00,423.00,95.49,9.00,2.03,9.00,2.03,2.00,0.45,640.00,449.00,70.16
8,52,489.00,470.00,96.11,9.00,1.84,6.00,1.23,4.00,0.82,782.00,501.00,64.07
8,53,225.00,205.00,91.11,11.00,4.89,8.00,3.56,1.00,0.44,391.00,231.00,59.08
8,54,322.00,303.00,94.10,11.00,3.42,2.00,0.62,6.00,1.86,617.00,338.00,54.78
8,55,313.00,299.00,95.53,5.00,1.60,5.00,1.60,4.00,1.28,507.00,331.00,65.29
8,56,391.00,378.00,96.68,3.00,0.77,8.00,2.05,2.00,0.51,667.00,407.00,61.02
9,1,376.00,358.00,95.21,10.00,2.66,4.00,1.06,4.00,1.06,718.00,388.00,54.04
9,2,325.00,314.00,96.62,8.00,2.46,2.00,0.62,1.00,0.31,611.00,343.00,56.14
9,3,295.00,283.00,95.93,6.00,2.03,2.00,0.68,4.00,1.36,778.00,317.00,40.75
9,4,283.00,278.00,98.23,2.00,0.71,1.00,0.35,2.00,0.71,546.00,294.00,53.85
9,5,368.00,357.00,97.01,2.00,0.54,5.00,1.36,4.00,1.09,656.00,374.00,57.01
9,6,342.00,315.00,92.11,10.00,2.92,4.00,1.17,13.00,3.80,657.00,358.00,54.49
9,7,297.00,275.00,92.59,8.00,2.69,10.00,3.37,4.00,1.35,641.00,319.00,49.77
9,8,368.00,353.00,95.92,6.00,1.63,7.00,1.90,2.00,0.54,826.00,383.00,46.37
9,9,400.00,379.00,94.75,8.00,2.00,6.00,1.50,7.00,1.75,687.00,413.00,60.12
9,10,305.00,295.00,96.72,4.00,1.31,3.00,0.98,3.00,0.98,629.00,311.00,49.44
9,11,246.00,223.00,90.65,15.00,6.10,6.00,2.44,2.00,0.81,601.00,253.00,42.10
9,12,420.00,398.00,94.76,13.00,3.10,4.00,0.95,5.00,1.19,721.00,434.00,60.19
9,13,422.00,403.00,95.50,13.00,3.08,5.00,1.18,1.00,0.24,696.00,428.00,61.49
9,14,445.00,426.00,95.73,13.00,2.92,3.00,0.67,3.00,0.67,752.00,457.00,60.77
9,15,408.00,384.00,94.12,12.00,2.94,7.00,1.72,5.00,1.23,"1,244.00",427.00,34.32
9,16,318.00,305.00,95.91,4.00,1.26,8.00,2.52,1.00,0.31,638.00,334.00,52.35
9,17,248.00,237.00,95.56,4.00,1.61,6.00,2.42,1.00,0.40,617.00,259.00,41.98
9,18,280.00,269.00,96.07,8.00,2.86,2.00,0.71,1.00,0.36,572.00,280.00,48.95
9,19,351.00,342.00,97.44,3.00,0.85,5.00,1.42,1.00,0.28,644.00,359.00,55.75
9,20,366.00,342.00,93.44,9.00,2.46,9.00,2.46,6.00,1.64,692.00,381.00,55.06
9,21,319.00,301.00,94.36,12.00,3.76,3.00,0.94,3.00,0.94,670.00,328.00,48.96
9,22,385.00,368.00,95.58,12.00,3.12,4.00,1.04,1.00,0.26,679.00,390.00,57.44
9,23,433.00,412.00,95.15,11.00,2.54,7.00,1.62,3.00,0.69,717.00,442.00,61.65
9,24,381.00,358.00,93.96,15.00,3.94,3.00,0.79,5.00,1.31,628.00,392.00,62.42
9,25,378.00,362.00,95.77,5.00,1.32,6.00,1.59,5.00,1.32,634.00,385.00,60.73
9,26,412.00,388.00,94.17,11.00,2.67,6.00,1.46,7.00,1.70,973.00,425.00,43.68
9,27,323.00,317.00,98.14,4.00,1.24,1.00,0.31,1.00,0.31,614.00,336.00,54.72
9,28,220.00,205.00,93.18,5.00,2.27,6.00,2.73,4.00,1.82,660.00,233.00,35.30
9,29,344.00,322.00,93.60,12.00,3.49,8.00,2.33,2.00,0.58,732.00,373.00,50.96
9,30,293.00,275.00,93.86,7.00,2.39,3.00,1.02,8.00,2.73,628.00,303.00,48.25
9,31,290.00,275.00,94.83,6.00,2.07,2.00,0.69,7.00,2.41,681.00,294.00,43.17
9,32,373.00,351.00,94.10,10.00,2.68,5.00,1.34,7.00,1.88,678.00,384.00,56.64
9,33,278.00,268.00,96.40,3.00,1.08,4.00,1.44,3.00,1.08,679.00,287.00,42.27
9,34,275.00,259.00,94.18,13.00,4.73,1.00,0.36,2.00,0.73,671.00,282.00,42.03
9,35,371.00,354.00,95.42,6.00,1.62,6.00,1.62,5.00,1.35,604.00,381.00,63.08
9,36,307.00,292.00,95.11,5.00,1.63,6.00,1.95,4.00,1.30,634.00,318.00,50.16
9,37,523.00,423.00,80.88,70.00,13.38,20.00,3.82,10.00,1.91,816.00,535.00,65.56
9,38,391.00,374.00,95.65,10.00,2.56,5.00,1.28,2.00,0.51,689.00,405.00,58.78
9,39,399.00,373.00,93.48,9.00,2.26,11.00,2.76,6.00,1.50,735.00,403.00,54.83
9,40,413.00,395.00,95.64,11.00,2.66,6.00,1.45,1.00,0.24,744.00,416.00,55.91
9,41,308.00,295.00,95.78,5.00,1.62,4.00,1.30,4.00,1.30,567.00,314.00,55.38
9,42,374.00,356.00,95.19,13.00,3.48,5.00,1.34,0.00,0.00,657.00,383.00,58.30
9,43,329.00,313.00,95.14,8.00,2.43,3.00,0.91,5.00,1.52,743.00,342.00,46.03
9,44,326.00,300.00,92.02,17.00,5.21,3.00,0.92,6.00,1.84,570.00,334.00,58.60
9,45,297.00,284.00,95.62,6.00,2.02,5.00,1.68,2.00,0.67,596.00,305.00,51.17
9,46,373.00,346.00,92.76,18.00,4.83,7.00,1.88,2.00,0.54,695.00,379.00,54.53
9,47,389.00,379.00,97.43,5.00,1.29,4.00,1.03,1.00,0.26,663.00,397.00,59.88
9,48,426.00,406.00,95.31,9.00,2.11,7.00,1.64,4.00,0.94,696.00,436.00,62.64
9,49,406.00,388.00,95.57,8.00,1.97,5.00,1.23,5.00,1.23,682.00,413.00,60.56
9,50,489.00,465.00,95.09,13.00,2.66,6.00,1.23,5.00,1.02,784.00,501.00,63.90
9,51,364.00,346.00,95.05,14.00,3.85,4.00,1.10,0.00,0.00,610.00,373.00,61.15
10,1,338.00,306.00,90.53,22.00,6.51,4.00,1.18,6.00,1.78,615.00,354.00,57.56
10,2,384.00,247.00,64.32,118.00,30.73,6.00,1.56,13.00,3.39,709.00,392.00,55.29
10,3,380.00,239.00,62.89,117.00,30.79,7.00,1.84,17.00,4.47,807.00,394.00,48.82
10,4,287.00,260.00,90.59,20.00,6.97,4.00,1.39,3.00,1.05,715.00,293.00,40.98
10,5,302.00,196.00,64.90,82.00,27.15,2.00,0.66,22.00,7.28,692.00,308.00,44.51
10,6,311.00,254.00,81.67,48.00,15.43,4.00,1.29,5.00,1.61,679.00,316.00,46.54
10,7,271.00,214.00,78.97,38.00,14.02,11.00,4.06,8.00,2.95,633.00,278.00,43.92
10,8,229.00,209.00,91.27,11.00,4.80,4.00,1.75,5.00,2.18,561.00,238.00,42.42
10,9,351.00,230.00,65.53,106.00,30.20,2.00,0.57,13.00,3.70,702.00,357.00,50.85
10,10,382.00,298.00,78.01,62.00,16.23,4.00,1.05,18.00,4.71,753.00,387.00,51.39
10,11,422.00,338.00,80.09,63.00,14.93,12.00,2.84,9.00,2.13,988.00,432.00,43.72
10,12,241.00,177.00,73.44,52.00,21.58,4.00,1.66,8.00,3.32,565.00,246.00,43.54
10,13,333.00,298.00,89.49,30.00,9.01,3.00,0.90,2.00,0.60,858.00,339.00,39.51
10,14,455.00,362.00,79.56,79.00,17.36,7.00,1.54,7.00,1.54,918.00,465.00,50.65
10,15,681.00,641.00,94.13,16.00,2.35,14.00,2.06,10.00,1.47,"1,304.00",701.00,53.76
10,16,279.00,202.00,72.40,65.00,23.30,6.00,2.15,6.00,2.15,676.00,291.00,43.05
10,17,487.00,325.00,66.74,133.00,27.31,5.00,1.03,24.00,4.93,906.00,493.00,54.42
10,18,228.00,207.00,90.79,10.00,4.39,4.00,1.75,7.00,3.07,556.00,245.00,44.06
10,19,382.00,254.00,66.49,104.00,27.23,7.00,1.83,17.00,4.45,775.00,387.00,49.94
10,20,407.00,306.00,75.18,71.00,17.44,9.00,2.21,21.00,5.16,769.00,411.00,53.45
10,21,362.00,299.00,82.60,46.00,12.71,6.00,1.66,11.00,3.04,821.00,379.00,46.16
10,22,211.00,190.00,90.05,14.00,6.64,2.00,0.95,5.00,2.37,552.00,219.00,39.67
10,23,321.00,275.00,85.67,33.00,10.28,9.00,2.80,4.00,1.25,735.00,328.00,44.63
10,24,366.00,225.00,61.48,121.00,33.06,5.00,1.37,15.00,4.10,693.00,377.00,54.40
10,25,106.00,96.00,90.57,5.00,4.72,4.00,3.77,1.00,0.94,232.00,108.00,46.55
10,26,268.00,230.00,85.82,29.00,10.82,4.00,1.49,5.00,1.87,764.00,283.00,37.04
10,27,357.00,322.00,90.20,23.00,6.44,6.00,1.68,6.00,1.68,937.00,369.00,39.38
10,28,401.00,321.00,80.05,51.00,12.72,9.00,2.24,20.00,4.99,876.00,410.00,46.80
